[runlim] version:		1.10
[runlim] sample:		192.6 time, 4500.0 real, 222.5 MB
[runlim] sample:		143.3 time, 4510.0 real, 137.8 MB
[runlim] sample:		153.2 time, 4520.0 real, 152.6 MB
[runlim] sample:		163.1 time, 4530.0 real, 159.7 MB
[runlim] sample:		172.8 time, 4540.0 real, 178.1 MB
[runlim] sample:		182.6 time, 4550.0 real, 161.8 MB
[runlim] sample:		192.4 time, 4560.0 real, 181.8 MB
[runlim] sample:		143.3 time, 4570.0 real, 160.6 MB
[runlim] sample:		153.2 time, 4580.0 real, 205.2 MB
[runlim] sample:		163.1 time, 4590.0 real, 207.2 MB
[runlim] sample:		172.9 time, 4600.0 real, 218.5 MB
[runlim] sample:		182.8 time, 4610.0 real, 221.4 MB
[runlim] sample:		192.7 time, 4620.0 real, 225.4 MB
[runlim] sample:		143.3 time, 4630.0 real, 133.6 MB
[runlim] sample:		153.3 time, 4640.0 real, 158.5 MB
[runlim] sample:		163.2 time, 4650.0 real, 175.0 MB
[runlim] sample:		172.9 time, 4660.0 real, 187.9 MB
[runlim] sample:		182.7 time, 4670.0 real, 192.5 MB
[runlim] sample:		192.7 time, 4680.0 real, 197.0 MB
[runlim] sample:		143.3 time, 4690.0 real, 133.3 MB
[runlim] sample:		153.2 time, 4700.0 real, 150.7 MB
[runlim] sample:		163.0 time, 4710.0 real, 156.3 MB
[runlim] sample:		173.0 time, 4720.0 real, 180.4 MB
[runlim] sample:		182.9 time, 4730.0 real, 183.9 MB
[runlim] sample:		192.9 time, 4740.0 real, 187.3 MB
[runlim] sample:		143.3 time, 4750.0 real, 139.3 MB
[runlim] sample:		153.2 time, 4760.0 real, 156.7 MB
[runlim] sample:		163.0 time, 4770.0 real, 164.7 MB
[runlim] sample:		172.9 time, 4780.0 real, 168.6 MB
[runlim] sample:		182.7 time, 4790.0 real, 169.9 MB
[runlim] sample:		192.7 time, 4800.0 real, 192.0 MB
[runlim] sample:		143.2 time, 4810.0 real, 141.9 MB
[runlim] sample:		153.2 time, 4820.0 real, 174.7 MB
[runlim] sample:		163.1 time, 4830.0 real, 172.3 MB
[runlim] sample:		173.0 time, 4840.0 real, 174.9 MB
[runlim] sample:		182.8 time, 4850.0 real, 197.7 MB
[runlim] sample:		192.7 time, 4860.0 real, 200.3 MB
[runlim] sample:		143.2 time, 4870.0 real, 132.2 MB
[runlim] sample:		153.0 time, 4880.0 real, 151.6 MB
[runlim] sample:		162.9 time, 4890.0 real, 156.3 MB
[runlim] sample:		172.8 time, 4900.0 real, 175.9 MB
[runlim] sample:		182.5 time, 4910.0 real, 182.8 MB
[runlim] sample:		192.5 time, 4920.0 real, 177.2 MB
[runlim] sample:		143.3 time, 4930.0 real, 127.7 MB
[runlim] sample:		153.2 time, 4940.0 real, 152.6 MB
[runlim] sample:		163.0 time, 4950.0 real, 176.7 MB
[runlim] sample:		172.8 time, 4960.0 real, 181.1 MB
[runlim] sample:		182.5 time, 4970.0 real, 184.7 MB
[runlim] sample:		192.4 time, 4980.0 real, 185.7 MB
[runlim] sample:		143.3 time, 4990.0 real, 129.4 MB
[runlim] sample:		153.2 time, 5000.0 real, 147.8 MB
[runlim] sample:		163.1 time, 5010.0 real, 151.2 MB
[runlim] sample:		172.9 time, 5020.0 real, 156.3 MB
[runlim] sample:		182.8 time, 5030.0 real, 177.0 MB
[runlim] sample:		192.7 time, 5040.0 real, 179.7 MB
[runlim] sample:		143.2 time, 5050.0 real, 129.6 MB
[runlim] sample:		153.1 time, 5060.0 real, 148.6 MB
[runlim] sample:		163.1 time, 5070.0 real, 154.3 MB
[runlim] sample:		172.9 time, 5080.0 real, 176.4 MB
[runlim] sample:		182.7 time, 5090.0 real, 180.3 MB
[runlim] sample:		192.6 time, 5100.0 real, 182.3 MB
[runlim] sample:		143.2 time, 5110.0 real, 54.4 MB
[runlim] sample:		153.2 time, 5120.0 real, 54.4 MB
[runlim] sample:		163.0 time, 5130.0 real, 54.4 MB
[runlim] sample:		171.6 time, 5140.0 real, 137.9 MB
[runlim] sample:		181.5 time, 5150.0 real, 157.2 MB
[runlim] sample:		191.3 time, 5160.0 real, 162.2 MB
[runlim] sample:		201.2 time, 5170.0 real, 155.2 MB
[runlim] sample:		211.1 time, 5180.0 real, 174.1 MB
[runlim] sample:		220.9 time, 5190.0 real, 175.6 MB
[runlim] sample:		171.6 time, 5200.0 real, 138.5 MB
[runlim] sample:		181.4 time, 5210.0 real, 141.2 MB
[runlim] sample:		191.3 time, 5220.0 real, 150.2 MB
[runlim] sample:		201.1 time, 5230.0 real, 159.0 MB
[runlim] sample:		210.9 time, 5240.0 real, 160.4 MB
[runlim] sample:		220.8 time, 5250.0 real, 161.2 MB
[runlim] sample:		171.6 time, 5260.0 real, 136.4 MB
[runlim] sample:		181.4 time, 5270.0 real, 146.6 MB
[runlim] sample:		191.1 time, 5280.0 real, 157.6 MB
[runlim] sample:		200.9 time, 5290.0 real, 171.8 MB
[runlim] sample:		210.8 time, 5300.0 real, 177.2 MB
[runlim] sample:		220.8 time, 5310.0 real, 187.8 MB
[runlim] sample:		171.7 time, 5320.0 real, 128.6 MB
[runlim] sample:		181.6 time, 5330.0 real, 138.3 MB
[runlim] sample:		191.3 time, 5340.0 real, 150.1 MB
[runlim] sample:		201.1 time, 5350.0 real, 158.3 MB
[runlim] sample:		211.0 time, 5360.0 real, 159.1 MB
[runlim] sample:		220.9 time, 5370.0 real, 159.9 MB
[runlim] sample:		171.6 time, 5380.0 real, 138.7 MB
[runlim] sample:		181.4 time, 5390.0 real, 153.2 MB
[runlim] sample:		191.3 time, 5400.0 real, 155.5 MB
[runlim] sample:		201.2 time, 5410.0 real, 156.5 MB
[runlim] sample:		211.0 time, 5420.0 real, 158.1 MB
[runlim] sample:		220.7 time, 5430.0 real, 161.8 MB
[runlim] sample:		171.6 time, 5440.0 real, 144.4 MB
[runlim] sample:		181.4 time, 5450.0 real, 150.9 MB
[runlim] sample:		191.4 time, 5460.0 real, 178.1 MB
[runlim] sample:		201.3 time, 5470.0 real, 183.4 MB
[runlim] sample:		211.1 time, 5480.0 real, 206.5 MB
[runlim] sample:		220.8 time, 5490.0 real, 210.0 MB
[runlim] sample:		171.6 time, 5500.0 real, 154.3 MB
[runlim] sample:		181.4 time, 5510.0 real, 165.5 MB
[runlim] sample:		191.4 time, 5520.0 real, 177.5 MB
[runlim] sample:		201.3 time, 5530.0 real, 186.7 MB
[runlim] sample:		211.2 time, 5540.0 real, 199.2 MB
[runlim] sample:		221.1 time, 5550.0 real, 203.8 MB
[runlim] sample:		171.5 time, 5560.0 real, 150.0 MB
[runlim] sample:		181.2 time, 5570.0 real, 169.7 MB
[runlim] sample:		191.0 time, 5580.0 real, 182.9 MB
[runlim] sample:		200.9 time, 5590.0 real, 184.1 MB
[runlim] sample:		210.8 time, 5600.0 real, 186.1 MB
[runlim] sample:		220.6 time, 5610.0 real, 187.9 MB
[runlim] sample:		171.6 time, 5620.0 real, 154.3 MB
[runlim] sample:		181.4 time, 5630.0 real, 164.2 MB
[runlim] sample:		191.3 time, 5640.0 real, 169.3 MB
[runlim] sample:		201.2 time, 5650.0 real, 176.4 MB
[runlim] sample:		211.1 time, 5660.0 real, 178.0 MB
[runlim] sample:		220.9 time, 5670.0 real, 187.1 MB
[runlim] sample:		171.6 time, 5680.0 real, 151.7 MB
[runlim] sample:		181.4 time, 5690.0 real, 166.3 MB
[runlim] sample:		191.3 time, 5700.0 real, 192.1 MB
[runlim] sample:		201.0 time, 5710.0 real, 188.0 MB
[runlim] sample:		210.9 time, 5720.0 real, 209.8 MB
[runlim] sample:		220.8 time, 5730.0 real, 218.0 MB
[runlim] sample:		171.6 time, 5740.0 real, 148.6 MB
[runlim] sample:		181.3 time, 5750.0 real, 176.5 MB
[runlim] sample:		191.1 time, 5760.0 real, 192.3 MB
[runlim] sample:		201.0 time, 5770.0 real, 197.0 MB
[runlim] sample:		210.9 time, 5780.0 real, 198.4 MB
[runlim] sample:		220.8 time, 5790.0 real, 200.7 MB
[runlim] sample:		171.5 time, 5800.0 real, 144.1 MB
[runlim] sample:		181.3 time, 5810.0 real, 162.5 MB
[runlim] sample:		191.2 time, 5820.0 real, 188.7 MB
[runlim] sample:		201.1 time, 5830.0 real, 180.6 MB
[runlim] sample:		211.1 time, 5840.0 real, 195.4 MB
[runlim] sample:		220.9 time, 5850.0 real, 199.1 MB
[runlim] sample:		171.5 time, 5860.0 real, 142.2 MB
[runlim] sample:		181.4 time, 5870.0 real, 169.1 MB
[runlim] sample:		191.3 time, 5880.0 real, 180.5 MB
[runlim] sample:		201.2 time, 5890.0 real, 184.2 MB
[runlim] sample:		211.1 time, 5900.0 real, 174.6 MB
[runlim] sample:		220.8 time, 5910.0 real, 184.6 MB
[runlim] sample:		171.5 time, 5920.0 real, 54.7 MB
[runlim] sample:		181.3 time, 5930.0 real, 54.7 MB
[runlim] sample:		191.2 time, 5940.0 real, 54.7 MB
[runlim] sample:		201.1 time, 5950.0 real, 54.7 MB
[runlim] sample:		208.5 time, 5960.0 real, 113.1 MB
[runlim] sample:		218.3 time, 5970.0 real, 132.6 MB
[runlim] sample:		228.2 time, 5980.0 real, 143.7 MB
[runlim] sample:		238.2 time, 5990.0 real, 141.0 MB
[runlim] sample:		248.1 time, 6000.0 real, 142.7 MB
[runlim] sample:		257.9 time, 6010.0 real, 144.2 MB
[runlim] sample:		208.4 time, 6020.0 real, 112.1 MB
[runlim] sample:		218.3 time, 6030.0 real, 127.2 MB
[runlim] sample:		228.1 time, 6040.0 real, 133.4 MB
[runlim] sample:		238.1 time, 6050.0 real, 136.5 MB
[runlim] sample:		247.8 time, 6060.0 real, 136.7 MB
[runlim] sample:		257.7 time, 6070.0 real, 137.0 MB
[runlim] sample:		208.4 time, 6080.0 real, 131.6 MB
[runlim] sample:		218.3 time, 6090.0 real, 157.3 MB
[runlim] sample:		228.3 time, 6100.0 real, 170.3 MB
[runlim] sample:		238.2 time, 6110.0 real, 172.7 MB
[runlim] sample:		248.0 time, 6120.0 real, 174.4 MB
[runlim] sample:		257.8 time, 6130.0 real, 175.7 MB
[runlim] sample:		208.4 time, 6140.0 real, 119.5 MB
[runlim] sample:		218.3 time, 6150.0 real, 136.7 MB
[runlim] sample:		228.3 time, 6160.0 real, 146.5 MB
[runlim] sample:		238.2 time, 6170.0 real, 156.3 MB
[runlim] sample:		248.1 time, 6180.0 real, 157.2 MB
[runlim] sample:		258.1 time, 6190.0 real, 157.7 MB
[runlim] sample:		208.4 time, 6200.0 real, 117.5 MB
[runlim] sample:		218.4 time, 6210.0 real, 134.1 MB
[runlim] sample:		228.3 time, 6220.0 real, 142.6 MB
[runlim] sample:		238.1 time, 6230.0 real, 149.3 MB
[runlim] sample:		248.0 time, 6240.0 real, 151.7 MB
[runlim] sample:		257.9 time, 6250.0 real, 153.5 MB
[runlim] sample:		208.4 time, 6260.0 real, 133.1 MB
[runlim] sample:		218.3 time, 6270.0 real, 158.0 MB
[runlim] sample:		228.2 time, 6280.0 real, 168.5 MB
[runlim] sample:		238.2 time, 6290.0 real, 170.1 MB
[runlim] sample:		248.0 time, 6300.0 real, 188.2 MB
[runlim] sample:		257.7 time, 6310.0 real, 181.1 MB
[runlim] sample:		208.4 time, 6320.0 real, 100.5 MB
[runlim] sample:		214.1 time, 6330.0 real, 138.6 MB
[runlim] sample:		223.9 time, 6340.0 real, 147.7 MB
[runlim] sample:		233.9 time, 6350.0 real, 159.3 MB
[runlim] sample:		243.8 time, 6360.0 real, 162.7 MB
[runlim] sample:		253.7 time, 6370.0 real, 164.4 MB
[runlim] sample:		263.6 time, 6380.0 real, 166.4 MB
[runlim] sample:		214.2 time, 6390.0 real, 130.7 MB
[runlim] sample:		224.1 time, 6400.0 real, 139.8 MB
[runlim] sample:		234.0 time, 6410.0 real, 146.4 MB
[runlim] sample:		243.8 time, 6420.0 real, 148.8 MB
[runlim] sample:		253.8 time, 6430.0 real, 151.0 MB
[runlim] sample:		263.8 time, 6440.0 real, 168.6 MB
[runlim] sample:		214.1 time, 6450.0 real, 129.5 MB
[runlim] sample:		223.9 time, 6460.0 real, 140.6 MB
[runlim] sample:		233.9 time, 6470.0 real, 143.0 MB
[runlim] sample:		243.6 time, 6480.0 real, 144.2 MB
[runlim] sample:		253.4 time, 6490.0 real, 144.8 MB
[runlim] sample:		263.2 time, 6500.0 real, 157.3 MB
[runlim] sample:		214.1 time, 6510.0 real, 117.8 MB
[runlim] sample:		223.9 time, 6520.0 real, 122.9 MB
[runlim] sample:		233.9 time, 6530.0 real, 131.6 MB
[runlim] sample:		243.5 time, 6540.0 real, 133.5 MB
[runlim] sample:		253.2 time, 6550.0 real, 134.5 MB
[runlim] sample:		263.2 time, 6560.0 real, 141.7 MB
[runlim] sample:		214.1 time, 6570.0 real, 122.4 MB
[runlim] sample:		224.0 time, 6580.0 real, 123.8 MB
[runlim] sample:		234.0 time, 6590.0 real, 133.3 MB
[runlim] sample:		243.9 time, 6600.0 real, 134.8 MB
[runlim] sample:		253.7 time, 6610.0 real, 142.5 MB
[runlim] sample:		263.5 time, 6620.0 real, 142.8 MB
[runlim] sample:		214.1 time, 6630.0 real, 138.2 MB
[runlim] sample:		224.0 time, 6640.0 real, 144.8 MB
[runlim] sample:		233.8 time, 6650.0 real, 147.1 MB
[runlim] sample:		243.6 time, 6660.0 real, 143.5 MB
[runlim] sample:		253.6 time, 6670.0 real, 156.9 MB
[runlim] sample:		263.5 time, 6680.0 real, 158.1 MB
[runlim] sample:		214.1 time, 6690.0 real, 127.9 MB
[runlim] sample:		223.9 time, 6700.0 real, 133.2 MB
[runlim] sample:		233.9 time, 6710.0 real, 134.9 MB
[runlim] sample:		243.7 time, 6720.0 real, 142.9 MB
[runlim] sample:		253.5 time, 6730.0 real, 143.7 MB
[runlim] sample:		263.5 time, 6740.0 real, 147.2 MB
[runlim] sample:		214.1 time, 6750.0 real, 132.1 MB
[runlim] sample:		224.0 time, 6760.0 real, 142.1 MB
[runlim] sample:		233.8 time, 6770.0 real, 150.4 MB
[runlim] sample:		243.7 time, 6780.0 real, 160.5 MB
[runlim] sample:		253.5 time, 6790.0 real, 160.9 MB
[runlim] sample:		216.9 time, 6800.0 real, 150.8 MB
[runlim] sample:		226.9 time, 6810.0 real, 156.0 MB
[runlim] sample:		236.7 time, 6820.0 real, 158.0 MB
[runlim] sample:		246.6 time, 6830.0 real, 159.9 MB
[runlim] sample:		256.4 time, 6840.0 real, 161.3 MB
[runlim] sample:		265.9 time, 6850.0 real, 162.3 MB
[runlim] sample:		216.8 time, 6860.0 real, 139.4 MB
[runlim] sample:		226.7 time, 6870.0 real, 140.3 MB
[runlim] sample:		236.6 time, 6880.0 real, 146.8 MB
[runlim] sample:		246.5 time, 6890.0 real, 149.6 MB
[runlim] sample:		256.2 time, 6900.0 real, 153.6 MB
[runlim] sample:		266.0 time, 6910.0 real, 155.8 MB
[runlim] sample:		216.9 time, 6920.0 real, 151.0 MB
[runlim] sample:		226.8 time, 6930.0 real, 163.5 MB
[runlim] sample:		236.8 time, 6940.0 real, 166.2 MB
[runlim] sample:		246.7 time, 6950.0 real, 169.2 MB
[runlim] sample:		256.6 time, 6960.0 real, 171.7 MB
[runlim] sample:		266.6 time, 6970.0 real, 174.2 MB
[runlim] sample:		216.9 time, 6980.0 real, 154.0 MB
[runlim] sample:		226.9 time, 6990.0 real, 149.6 MB
[runlim] sample:		236.8 time, 7000.0 real, 159.9 MB
[runlim] sample:		246.7 time, 7010.0 real, 174.4 MB
[runlim] sample:		256.5 time, 7020.0 real, 175.4 MB
[runlim] sample:		266.4 time, 7030.0 real, 176.4 MB
[runlim] sample:		216.9 time, 7040.0 real, 162.7 MB
[runlim] sample:		226.8 time, 7050.0 real, 179.3 MB
[runlim] sample:		236.7 time, 7060.0 real, 170.1 MB
[runlim] sample:		246.5 time, 7070.0 real, 183.2 MB
[runlim] sample:		256.3 time, 7080.0 real, 183.8 MB
[runlim] sample:		266.0 time, 7090.0 real, 195.7 MB
[runlim] sample:		216.8 time, 7100.0 real, 130.8 MB
[runlim] sample:		226.6 time, 7110.0 real, 133.1 MB
[runlim] sample:		212.9 time, 7120.0 real, 54.6 MB
[runlim] sample:		222.8 time, 7130.0 real, 54.6 MB
[runlim] sample:		232.7 time, 7140.0 real, 54.6 MB
[runlim] sample:		242.7 time, 7150.0 real, 54.6 MB
[runlim] sample:		252.0 time, 7160.0 real, 119.3 MB
[runlim] sample:		262.0 time, 7170.0 real, 116.7 MB
[runlim] sample:		271.9 time, 7180.0 real, 139.7 MB
[runlim] sample:		281.7 time, 7190.0 real, 141.7 MB
[runlim] sample:		291.5 time, 7200.0 real, 151.8 MB
[runlim] sample:		301.4 time, 7210.0 real, 154.1 MB
[runlim] sample:		247.8 time, 7220.0 real, 130.0 MB
[runlim] sample:		257.6 time, 7230.0 real, 149.5 MB
[runlim] sample:		267.6 time, 7240.0 real, 155.2 MB
[runlim] sample:		277.4 time, 7250.0 real, 162.3 MB
[runlim] sample:		287.3 time, 7260.0 real, 164.8 MB
[runlim] sample:		297.2 time, 7270.0 real, 166.6 MB
[runlim] sample:		247.8 time, 7280.0 real, 114.3 MB
[runlim] sample:		257.7 time, 7290.0 real, 124.1 MB
[runlim] sample:		267.7 time, 7300.0 real, 134.8 MB
[runlim] sample:		277.6 time, 7310.0 real, 140.4 MB
[runlim] sample:		287.4 time, 7320.0 real, 143.2 MB
[runlim] sample:		297.3 time, 7330.0 real, 143.2 MB
[runlim] sample:		247.8 time, 7340.0 real, 113.6 MB
[runlim] sample:		257.7 time, 7350.0 real, 123.9 MB
[runlim] sample:		267.6 time, 7360.0 real, 121.9 MB
[runlim] sample:		277.4 time, 7370.0 real, 133.9 MB
[runlim] sample:		287.1 time, 7380.0 real, 148.1 MB
[runlim] sample:		297.0 time, 7390.0 real, 138.8 MB
[runlim] sample:		247.8 time, 7400.0 real, 130.3 MB
[runlim] sample:		257.8 time, 7410.0 real, 152.9 MB
[runlim] sample:		267.6 time, 7420.0 real, 170.4 MB
[runlim] sample:		277.6 time, 7430.0 real, 160.1 MB
[runlim] sample:		287.4 time, 7440.0 real, 162.7 MB
[runlim] sample:		297.2 time, 7450.0 real, 162.7 MB
[runlim] sample:		247.8 time, 7460.0 real, 114.7 MB
[runlim] sample:		257.6 time, 7470.0 real, 139.9 MB
[runlim] sample:		267.5 time, 7480.0 real, 142.9 MB
[runlim] sample:		277.5 time, 7490.0 real, 146.0 MB
[runlim] sample:		287.4 time, 7500.0 real, 147.8 MB
[runlim] sample:		297.2 time, 7510.0 real, 161.6 MB
[runlim] sample:		247.8 time, 7520.0 real, 110.4 MB
[runlim] sample:		257.8 time, 7530.0 real, 127.5 MB
[runlim] sample:		267.7 time, 7540.0 real, 129.2 MB
[runlim] sample:		277.5 time, 7550.0 real, 137.5 MB
[runlim] sample:		287.3 time, 7560.0 real, 145.5 MB
[runlim] sample:		297.2 time, 7570.0 real, 145.5 MB
[runlim] sample:		247.7 time, 7580.0 real, 119.0 MB
[runlim] sample:		257.7 time, 7590.0 real, 132.3 MB
[runlim] sample:		267.5 time, 7600.0 real, 137.6 MB
[runlim] sample:		277.4 time, 7610.0 real, 146.2 MB
[runlim] sample:		287.2 time, 7620.0 real, 148.2 MB
[runlim] sample:		297.1 time, 7630.0 real, 155.6 MB
[runlim] sample:		247.7 time, 7640.0 real, 122.8 MB
[runlim] sample:		257.7 time, 7650.0 real, 139.4 MB
[runlim] sample:		267.7 time, 7660.0 real, 146.9 MB
[runlim] sample:		277.6 time, 7670.0 real, 162.8 MB
[runlim] sample:		287.4 time, 7680.0 real, 164.7 MB
[runlim] sample:		297.4 time, 7690.0 real, 165.1 MB
[runlim] sample:		247.7 time, 7700.0 real, 122.0 MB
[runlim] sample:		257.6 time, 7710.0 real, 138.2 MB
[runlim] sample:		267.5 time, 7720.0 real, 143.7 MB
[runlim] sample:		277.4 time, 7730.0 real, 146.7 MB
[runlim] sample:		287.3 time, 7740.0 real, 159.2 MB
[runlim] sample:		297.3 time, 7750.0 real, 147.5 MB
[runlim] sample:		247.7 time, 7760.0 real, 123.9 MB
[runlim] sample:		257.6 time, 7770.0 real, 143.2 MB
[runlim] sample:		267.5 time, 7780.0 real, 144.6 MB
[runlim] sample:		277.4 time, 7790.0 real, 156.8 MB
[runlim] sample:		287.3 time, 7800.0 real, 162.5 MB
[runlim] sample:		297.1 time, 7810.0 real, 163.9 MB
[runlim] sample:		247.7 time, 7820.0 real, 127.0 MB
[runlim] sample:		257.4 time, 7830.0 real, 153.8 MB
[runlim] sample:		267.2 time, 7840.0 real, 158.6 MB
[runlim] sample:		277.1 time, 7850.0 real, 160.3 MB
[runlim] sample:		286.9 time, 7860.0 real, 172.9 MB
[runlim] sample:		296.8 time, 7870.0 real, 175.8 MB
[runlim] sample:		247.7 time, 7880.0 real, 123.2 MB
[runlim] sample:		257.6 time, 7890.0 real, 141.8 MB
[runlim] sample:		267.4 time, 7900.0 real, 149.5 MB
[runlim] sample:		277.3 time, 7910.0 real, 151.7 MB
[runlim] sample:		287.1 time, 7920.0 real, 154.0 MB
[runlim] sample:		297.0 time, 7930.0 real, 166.2 MB
[runlim] sample:		247.7 time, 7940.0 real, 128.3 MB
[runlim] sample:		257.7 time, 7950.0 real, 152.7 MB
[runlim] sample:		267.6 time, 7960.0 real, 163.1 MB
[runlim] sample:		277.5 time, 7970.0 real, 164.7 MB
[runlim] sample:		287.3 time, 7980.0 real, 165.8 MB
[runlim] sample:		297.2 time, 7990.0 real, 166.6 MB
[runlim] sample:		247.6 time, 8000.0 real, 123.9 MB
[runlim] sample:		257.6 time, 8010.0 real, 145.3 MB
[runlim] sample:		267.5 time, 8020.0 real, 142.7 MB
[runlim] sample:		277.3 time, 8030.0 real, 157.0 MB
[runlim] sample:		287.2 time, 8040.0 real, 161.9 MB
[runlim] sample:		297.2 time, 8050.0 real, 163.1 MB
[runlim] sample:		247.6 time, 8060.0 real, 132.6 MB
[runlim] sample:		257.2 time, 8070.0 real, 159.6 MB
[runlim] sample:		267.0 time, 8080.0 real, 170.9 MB
[runlim] sample:		276.9 time, 8090.0 real, 176.0 MB
[runlim] sample:		286.8 time, 8100.0 real, 192.1 MB
[runlim] sample:		296.7 time, 8110.0 real, 196.2 MB
[runlim] sample:		247.6 time, 8120.0 real, 129.4 MB
[runlim] sample:		257.3 time, 8130.0 real, 156.9 MB
[runlim] sample:		267.1 time, 8140.0 real, 157.8 MB
[runlim] sample:		277.0 time, 8150.0 real, 172.6 MB
[runlim] sample:		286.9 time, 8160.0 real, 196.0 MB
[runlim] sample:		296.7 time, 8170.0 real, 178.1 MB
[runlim] sample:		247.7 time, 8180.0 real, 129.5 MB
[runlim] sample:		257.5 time, 8190.0 real, 146.6 MB
[runlim] sample:		267.3 time, 8200.0 real, 159.1 MB
[runlim] sample:		277.2 time, 8210.0 real, 162.0 MB
[runlim] sample:		287.1 time, 8220.0 real, 170.5 MB
[runlim] sample:		296.8 time, 8230.0 real, 171.3 MB
[runlim] sample:		247.6 time, 8240.0 real, 116.6 MB
[runlim] sample:		257.5 time, 8250.0 real, 136.6 MB
[runlim] sample:		267.4 time, 8260.0 real, 140.8 MB
[runlim] sample:		277.4 time, 8270.0 real, 151.2 MB
[runlim] sample:		287.3 time, 8280.0 real, 153.1 MB
[runlim] sample:		297.2 time, 8290.0 real, 154.2 MB
[runlim] sample:		247.6 time, 8300.0 real, 112.9 MB
[runlim] sample:		257.5 time, 8310.0 real, 124.7 MB
[runlim] sample:		253.4 time, 8320.0 real, 54.7 MB
[runlim] sample:		262.7 time, 8330.0 real, 101.3 MB
[runlim] sample:		271.3 time, 8340.0 real, 124.4 MB
[runlim] sample:		281.1 time, 8350.0 real, 132.7 MB
[runlim] sample:		291.0 time, 8360.0 real, 126.5 MB
[runlim] sample:		300.8 time, 8370.0 real, 135.5 MB
[runlim] sample:		310.7 time, 8380.0 real, 143.7 MB
[runlim] sample:		320.6 time, 8390.0 real, 143.9 MB
[runlim] sample:		271.3 time, 8400.0 real, 126.8 MB
[runlim] sample:		281.1 time, 8410.0 real, 131.4 MB
[runlim] sample:		290.9 time, 8420.0 real, 132.4 MB
[runlim] sample:		300.6 time, 8430.0 real, 141.7 MB
[runlim] sample:		310.4 time, 8440.0 real, 143.5 MB
[runlim] sample:		320.3 time, 8450.0 real, 144.9 MB
[runlim] sample:		271.2 time, 8460.0 real, 124.5 MB
[runlim] sample:		281.1 time, 8470.0 real, 129.5 MB
[runlim] sample:		291.1 time, 8480.0 real, 129.9 MB
[runlim] sample:		301.0 time, 8490.0 real, 137.8 MB
[runlim] sample:		310.9 time, 8500.0 real, 140.4 MB
[runlim] sample:		320.7 time, 8510.0 real, 151.0 MB
[runlim] sample:		271.0 time, 8520.0 real, 155.2 MB
[runlim] sample:		280.9 time, 8530.0 real, 173.8 MB
[runlim] sample:		290.8 time, 8540.0 real, 177.5 MB
[runlim] sample:		300.7 time, 8550.0 real, 179.6 MB
[runlim] sample:		310.6 time, 8560.0 real, 181.3 MB
[runlim] sample:		320.6 time, 8570.0 real, 186.0 MB
[runlim] sample:		262.3 time, 8580.0 real, 109.4 MB
[runlim] sample:		272.2 time, 8590.0 real, 149.0 MB
[runlim] sample:		282.2 time, 8600.0 real, 153.0 MB
[runlim] sample:		292.1 time, 8610.0 real, 138.3 MB
[runlim] sample:		301.9 time, 8620.0 real, 162.1 MB
[runlim] sample:		311.8 time, 8630.0 real, 169.8 MB
[runlim] sample:		262.3 time, 8640.0 real, 107.0 MB
[runlim] sample:		272.2 time, 8650.0 real, 147.7 MB
[runlim] sample:		282.1 time, 8660.0 real, 153.1 MB
[runlim] sample:		292.0 time, 8670.0 real, 172.1 MB
[runlim] sample:		301.8 time, 8680.0 real, 173.1 MB
[runlim] sample:		311.6 time, 8690.0 real, 173.8 MB
[runlim] sample:		262.3 time, 8700.0 real, 117.3 MB
[runlim] sample:		272.2 time, 8710.0 real, 168.2 MB
[runlim] sample:		282.2 time, 8720.0 real, 183.0 MB
[runlim] sample:		292.1 time, 8730.0 real, 188.5 MB
[runlim] sample:		301.9 time, 8740.0 real, 191.3 MB
[runlim] sample:		311.8 time, 8750.0 real, 193.6 MB
[runlim] sample:		262.3 time, 8760.0 real, 113.3 MB
[runlim] sample:		272.3 time, 8770.0 real, 154.8 MB
[runlim] sample:		282.1 time, 8780.0 real, 154.0 MB
[runlim] sample:		291.9 time, 8790.0 real, 178.6 MB
[runlim] sample:		301.7 time, 8800.0 real, 173.9 MB
[runlim] sample:		311.5 time, 8810.0 real, 180.4 MB
[runlim] sample:		262.3 time, 8820.0 real, 115.5 MB
[runlim] sample:		272.2 time, 8830.0 real, 164.2 MB
[runlim] sample:		282.2 time, 8840.0 real, 174.0 MB
[runlim] sample:		292.0 time, 8850.0 real, 189.2 MB
[runlim] sample:		302.0 time, 8860.0 real, 192.6 MB
[runlim] sample:		311.8 time, 8870.0 real, 193.5 MB
[runlim] sample:		262.3 time, 8880.0 real, 104.4 MB
[runlim] sample:		272.1 time, 8890.0 real, 122.6 MB
[runlim] sample:		282.1 time, 8900.0 real, 129.1 MB
[runlim] sample:		291.9 time, 8910.0 real, 131.4 MB
[runlim] sample:		301.7 time, 8920.0 real, 132.8 MB
[runlim] sample:		311.6 time, 8930.0 real, 133.0 MB
[runlim] sample:		262.2 time, 8940.0 real, 108.7 MB
[runlim] sample:		272.1 time, 8950.0 real, 135.8 MB
[runlim] sample:		281.8 time, 8960.0 real, 139.3 MB
[runlim] sample:		291.6 time, 8970.0 real, 148.3 MB
[runlim] sample:		301.5 time, 8980.0 real, 150.1 MB
[runlim] sample:		311.2 time, 8990.0 real, 150.8 MB
[runlim] sample:		262.3 time, 9000.0 real, 108.8 MB
